42
1990.000000	2057.000000	
1973.000000	2066.000000	
2025.000000	2027.000000	
2036.000000	2001.000000	
2034.000000	2008.000000	
1994.000000	2049.000000	
2020.000000	2029.000000	
1993.000000	2051.000000	
1975.000000	2061.000000	
2010.000000	2040.000000	
2003.000000	2041.000000	
2013.000000	2031.000000	
2037.000000	1996.000000	
2035.000000	2004.000000	
2040.000000	1990.000000	
2038.000000	1993.000000	
2044.000000	1985.000000	
2014.000000	2030.000000	
2028.000000	2012.000000	
2057.000000	1949.000000	
2061.000000	1936.000000	
2029.000000	2011.000000	
2051.000000	1966.000000	
1958.000000	2070.000000	
2049.000000	1973.000000	
1963.000000	2067.000000	
1998.000000	2046.000000	
1999.000000	2044.000000	
1976.000000	2058.000000	
2047.000000	1980.000000	
2066.000000	1927.000000	
2053.000000	1951.000000	
2067.000000	1916.000000	
2059.000000	1937.000000	
2026.000000	2015.000000	
2048.000000	1978.000000	
2052.000000	1955.000000	
2071.000000	1897.000000	
2078.000000	1879.000000	
2076.000000	1893.000000	
2068.000000	1906.000000	
2069.000000	1901.000000	
